phase1_furfural,status,feed_water,separation,feed_idx,feed_furfural,phase2_water,phase1_water,phase2_ea,phase2_furfural,phase1_ea,sample,feed_ea
0.013804001317662145,valid,0.41,1.036255932155698,3,0.12,0.1668216591139666,0.9639232286691978,0.6665571388271615,0.16662120205887207,0.02227277001314002,1,0.47
0.01348631715082358,valid,0.41,1.045653821586498,3,0.12,0.16185748584580031,0.9661321943043646,0.6706168119307201,0.16752570222347957,0.020381488544811723,2,0.47
0.014013484560819486,valid,0.41,1.0179443656270268,3,0.12,0.18060092854669738,0.9635461829655395,0.6554764341430184,0.16392263731028411,0.022440332473640894,3,0.47
0.013532049429142762,valid,0.41,1.0383452993249112,3,0.12,0.16774587287070847,0.9663530308671374,0.6658945334653973,0.16635959366389425,0.020114919703719834,4,0.47
0.013692812038390177,valid,0.41,1.0281496203870908,3,0.12,0.17495918970889904,0.9657055453817763,0.6600771999491374,0.16496361034196355,0.02060164257983353,5,0.47
0.013766044426643979,valid,0.41,1.027689795232758,3,0.12,0.17463120008903626,0.9650509420770189,0.6603203967137599,0.1650484031972038,0.021183013496337097,6,0.47
0.013830280362046858,valid,0.41,1.035424482746381,3,0.12,0.16728039370460893,0.9637464007496298,0.6661830102710862,0.16653659602430476,0.022423318888323357,7,0.47
0.014102422308346211,valid,0.41,1.0232260838290663,3,0.12,0.17515696895445426,0.9622476691751742,0.659810141792787,0.16503288925275886,0.023649908516479613,8,0.47
0.013829340340657812,valid,0.41,1.0284252202266946,3,0.12,0.17336692037961504,0.9643856497065005,0.6613153659053993,0.16531771371498571,0.021785009952841737,9,0.47
0.013668607740608196,valid,0.41,1.0413538918567007,3,0.12,0.16375083951245725,0.9647605823833428,0.6690503923893405,0.16719876809820222,0.021570809876048938,10,0.47
0.013921765506547328,valid,0.41,1.0248426658370882,3,0.12,0.17554920755656284,0.9638205980878339,0.6595443259370749,0.1649064665063622,0.02225763640561876,11,0.47
0.014027070315961385,valid,0.41,1.0304911330553512,3,0.12,0.16959450866313674,0.9623071386488296,0.6642781240679908,0.16612736726887242,0.023665791035209018,12,0.47
0.013945914260029465,valid,0.41,1.0310557433755754,3,0.12,0.16991881363460742,0.9630351585686563,0.6640414539371222,0.1660397324282705,0.02301892717131421,13,0.47
0.013947114870077933,valid,0.41,1.0191102231517322,3,0.12,0.1802469510563153,0.9640712708068855,0.6557768043840991,0.16397624455958557,0.02198161432303666,14,0.47
0.013621040823586734,valid,0.41,1.0371050258865575,3,0.12,0.16792742617152565,0.965608687683175,0.6657244352667872,0.16634813856168715,0.020770271493238176,15,0.47
0.014177438767679148,valid,0.41,1.0148799211661501,3,0.12,0.18163710198090968,0.9622671175481626,0.654605183672567,0.1637577143465232,0.023555443684158205,16,0.47
0.014071627885489848,valid,0.41,1.0149583875820587,3,0.12,0.18260405929589885,0.9632517565158673,0.6538575668243827,0.16353837387971856,0.022676615598642928,17,0.47
0.013942509877407496,valid,0.41,1.0350683775983118,3,0.12,0.16645585819790187,0.9626949030435845,0.6668100751915091,0.16673406661058893,0.02336258707900794,18,0.47
0.014136980072657238,valid,0.41,1.0143829718370514,3,0.12,0.18246138536976209,0.9626884097707132,0.6539554229450996,0.16358319168513843,0.023174610156629406,19,0.47
0.014085371052440737,valid,0.41,1.019002809056509,3,0.12,0.1789815201235233,0.9627796227687268,0.6567544810280003,0.16426399884847653,0.023135006178832553,20,0.47
