phase1_furfural,status,feed_water,separation,feed_idx,feed_furfural,phase2_water,phase1_water,phase2_ea,phase2_furfural,phase1_ea,sample,feed_ea
0.01823500410479194,valid,0.61,0.9846415808040742,5,0.103,0.1919569407158787,0.962135827019407,0.6044130877733043,0.20362997151081708,0.019629168875800965,1,0.287
0.018016284764007674,valid,0.61,0.9957931183625753,5,0.103,0.1838884036333836,0.9628266474332641,0.6104760758770221,0.2056355204895941,0.019157067802728273,2,0.287
0.01808374833609911,valid,0.61,0.9974135735632544,5,0.103,0.18197045193178815,0.9622298334137652,0.6118393541168591,0.20619019395135277,0.019686418250135625,3,0.287
0.018045872008826798,valid,0.61,1.0021291713983125,5,0.103,0.1781323947464373,0.9621252125613322,0.614674737190099,0.20719286806346365,0.019828915429841033,4,0.287
0.01852766667555292,valid,0.61,0.9819739840580073,5,0.103,0.1921194316751674,0.9603132849718903,0.6041154869716249,0.20376508135320764,0.021159048352556904,5,0.287
0.01855771649405201,valid,0.61,0.9773783548899994,5,0.103,0.19588642214961077,0.9604427672331852,0.6013292495205327,0.20278432832985654,0.020999516272762753,6,0.287
0.01823673692815839,valid,0.61,0.983850065515867,5,0.103,0.19263002463506262,0.9621810458456168,0.6039169797421381,0.20345299562279923,0.019582217226224642,7,0.287
0.018341823701591486,valid,0.61,0.9969636197719174,5,0.103,0.18042303455536732,0.9604508054943686,0.6128043334335839,0.20677263201104867,0.021207370804040025,8,0.287
0.0180135793224665,valid,0.61,1.0028329583260034,5,0.103,0.17776037276736853,0.9622972788682113,0.6149683171793541,0.20727131005327748,0.019689141809322346,9,0.287
0.01812696944857509,valid,0.61,0.9849893053769019,5,0.103,0.19244899397629775,0.9628548024193309,0.6041164389302363,0.20343456709346613,0.01901822813209401,10,0.287
0.018166299792220512,valid,0.61,1.0022683437680555,5,0.103,0.1770979611411178,0.9612617696662089,0.6153512879438848,0.20755075091499728,0.020571930541570554,11,0.287
0.017886131811318276,valid,0.61,0.9981832749439686,5,0.103,0.18277935400207543,0.9635554524754413,0.6113728422540312,0.20584780374389328,0.01855841571324044,12,0.287
0.01808485908199726,valid,0.61,0.9996466021984667,5,0.103,0.18001080700608557,0.9620472467182258,0.6132741568480035,0.20671503614591094,0.019867894199776907,13,0.287
0.018331402443084344,valid,0.61,0.9951470090271471,5,0.103,0.18209239668206564,0.9606691128523263,0.6115898734947985,0.20631772982313584,0.02099948470458935,14,0.287
0.01783568040946062,valid,0.61,1.0051522034132199,5,0.103,0.17707697783668525,0.9633710694637267,0.6155862561691814,0.2073367659941334,0.01879325012681265,15,0.287
0.01786110124365039,valid,0.61,0.9984425118681031,5,0.103,0.18274077232880281,0.9637109554931567,0.6114171200113742,0.20584210765982294,0.01842794326319292,16,0.287
0.01810703961277437,valid,0.61,0.9932509137743148,5,0.103,0.18542537571050913,0.9623858182142612,0.609290721432192,0.2052839028572989,0.019507142172964387,17,0.287
0.017794739392359354,valid,0.61,1.0028579890900828,5,0.103,0.17939034750886523,0.96383922379028,0.6139179042845652,0.20669174820656966,0.018366036817360792,18,0.287
0.01817259181110182,valid,0.61,0.9934423087532308,5,0.103,0.1847700621900756,0.9619139165349627,0.6097300029794798,0.20549993483044457,0.019913491653935446,19,0.287
0.018293009697997138,valid,0.61,0.9997971810403196,5,0.103,0.17830646010726578,0.9605660294501441,0.6143837738928358,0.2073097659998983,0.021140960851858796,20,0.287
