phase1_furfural,status,feed_water,separation,feed_idx,feed_furfural,phase2_water,phase1_water,phase2_ea,phase2_furfural,phase1_ea,sample,feed_ea
0.04380782105844443,outlier,0.205,0.5043341372949969,1,0.11,0.2166066606577659,0.591439105055248,0.6998240961790542,0.08356924316318001,0.36475307388630757,1,0.685
0.043901098725695455,outlier,0.205,0.5057135799906503,1,0.11,0.21640487225099156,0.5923529392497784,0.6996064407560187,0.08398868699298971,0.3637459620245262,2,0.685
0.043748456074115136,outlier,0.205,0.5038046640410258,1,0.11,0.21669611535695207,0.5910995713571865,0.6999210033701335,0.0833828812729145,0.36515197256869836,3,0.685
0.04441628512064179,outlier,0.205,0.5026343884733333,1,0.11,0.21651109613632716,0.5899790804322883,0.69968825424105,0.0838006496226229,0.36560463444707,4,0.685
0.04404089608824125,outlier,0.205,0.5042064759079797,1,0.11,0.2165078237824303,0.5912422866662947,0.6997073765157863,0.08378479970178337,0.364716817245464,5,0.685
0.04409496649029282,outlier,0.205,0.5038293876909299,1,0.11,0.21652516482248324,0.5909557579356317,0.6997224392750706,0.08375239590244617,0.3649492755740754,6,0.685
0.04337986109967635,outlier,0.205,0.5046585271927975,1,0.11,0.21677951134192663,0.5918636238028148,0.7000282094131138,0.0831922792449596,0.3647565150975089,7,0.685
0.043964392144720574,outlier,0.205,0.5042461361139318,1,0.11,0.21654045694270008,0.5913053042260972,0.6997459377060805,0.08371360535121938,0.3647303036291823,8,0.685
0.04434160589025091,outlier,0.205,0.502248989116328,1,0.11,0.21659259988204177,0.5897467456955047,0.6997775909984072,0.08362980911955092,0.36591164841424456,9,0.685
0.008930345141013716,valid,0.205,1.084363677891425,1,0.11,0.15353888347520867,0.9685273188678615,0.7296491044881239,0.11681201203666748,0.022542335991124787,10,0.685
0.04361025197889895,outlier,0.205,0.5050575244949767,1,0.11,0.21662160275724765,0.5920329791089634,0.6998503977454789,0.08352799949727366,0.36435676891213764,11,0.685
0.04383704263251435,outlier,0.205,0.5026202586918775,1,0.11,0.21679040162034008,0.5902376480831939,0.7000138801991123,0.08319571818054755,0.3659253092842917,12,0.685
0.043873444660991634,outlier,0.205,0.5023426335771667,1,0.11,0.21680543890409296,0.5900284777985751,0.7000272238467765,0.08316733724913049,0.36609807754043316,13,0.685
0.043682477005139185,outlier,0.205,0.5053268648242155,1,0.11,0.21655589037472744,0.5921862531093905,0.6997774124903062,0.0836666971349663,0.3641312698854702,14,0.685
0.044185140943375105,outlier,0.205,0.5035617627614775,1,0.11,0.21651271725046406,0.5907284637884365,0.6997041181743914,0.08378316457514452,0.3650863952681884,15,0.685
0.0439141065797641,outlier,0.205,0.5028322001740723,1,0.11,0.2167285227195933,0.5903486600232559,0.6999450819399731,0.08332639534043372,0.3657372333969801,16,0.685
0.04385857623778603,outlier,0.205,0.5062301196278329,1,0.11,0.21636813073797695,0.59273140580911,0.6995696298379058,0.08406223942411727,0.3634100179531039,17,0.685
0.044065875868748536,outlier,0.205,0.5037120897857551,1,0.11,0.21655284193935706,0.5908879389511638,0.6997530879513439,0.08369407010929893,0.3650461851800878,18,0.685
0.04374602714725937,outlier,0.205,0.5021097626713581,1,0.11,0.21689398705158594,0.5899264374990751,0.7001264821363216,0.08297953081209253,0.36632753535366536,19,0.685
0.0438558596573784,outlier,0.205,0.5017077172274946,1,0.11,0.2168887830001655,0.5895971138975049,0.7001142749489324,0.08299694205090222,0.3665470264451166,20,0.685
