phase1_furfural,status,feed_water,separation,feed_idx,feed_furfural,phase2_water,phase1_water,phase2_ea,phase2_furfural,phase1_ea,sample,feed_ea
0.014078353907226747,valid,0.513,1.0335716254378489,4,0.103,0.16846445661599105,0.9648383068772685,0.6610897640150907,0.1704457793689182,0.0210833392155048,1,0.385
0.0143085402108381,valid,0.513,1.0278895000165669,4,0.103,0.1711713793271574,0.963222292306918,0.6588483748438334,0.1699802458290091,0.02246916748224385,2,0.385
0.014253474791705998,valid,0.513,1.0357317350080886,4,0.103,0.16488021321303975,0.9630329361895208,0.6638318612484267,0.17128792553853353,0.0227135890187732,3,0.385
0.014294669214200698,valid,0.513,1.014306685362786,4,0.103,0.18302616318791473,0.9644668323720283,0.6494917494503373,0.16748208736174808,0.02123849841377091,4,0.385
0.01402890528559847,valid,0.513,1.0309789878496682,4,0.103,0.1711873268131706,0.9655112487503096,0.6589638193808978,0.16984885380593173,0.020459845964091956,5,0.385
0.014082837761728575,valid,0.513,1.036248900419493,4,0.103,0.1660951774835913,0.9645633988471201,0.6629559132503747,0.17094890926603387,0.02135376339115138,6,0.385
0.014010625992379478,valid,0.513,1.0352738704002467,4,0.103,0.16764376147358265,0.9653130180901943,0.661768721260651,0.17058751726576635,0.02067635591742624,7,0.385
0.014370155801751827,valid,0.513,1.0310231954384521,4,0.103,0.1678491091709311,0.9623807508016929,0.6614381750268756,0.1707127158021933,0.02324909339655518,8,0.385
0.014336764097218508,valid,0.513,1.0182354828888416,4,0.103,0.1792507338980262,0.9637766664666818,0.6524582538832282,0.16829101221874557,0.021886569436099672,9,0.385
0.014476322853475197,valid,0.513,1.0236540686939077,4,0.103,0.17323308438165572,0.9620588328489381,0.6571459364229273,0.16962097919541697,0.023464844297586617,10,0.385
0.014349100941639152,valid,0.513,1.0212654716897598,4,0.103,0.17651911309576374,0.9634163125240846,0.6546103299172817,0.16887055698695466,0.022234586534276363,11,0.385
0.01419777069500982,valid,0.513,1.0343163328580143,4,0.103,0.16665770561260182,0.9636747807961134,0.6624581823686051,0.17088411201879322,0.022127448508876716,12,0.385
0.013883792149125388,valid,0.513,1.0406794864668867,4,0.103,0.1641839841056567,0.9660116509267879,0.6645572811028978,0.1712587347914456,0.020104556924086723,13,0.385
0.014475702490381834,valid,0.513,1.023408742456254,4,0.103,0.17345200269246375,0.9620857499907527,0.6569735988523977,0.1695743984551386,0.02343854751886547,14,0.385
0.014003553435547357,valid,0.513,1.0291202326221396,4,0.103,0.1730362035289164,0.9658963693794497,0.6575152107912654,0.16944858567981827,0.02010007718500305,15,0.385
0.014310072874321345,valid,0.513,1.01637323198134,4,0.103,0.18110592434536402,0.9641659564375447,0.6510035884337065,0.1678904872209294,0.021523970688133928,16,0.385
0.014403295839071944,valid,0.513,1.020716047795953,4,0.103,0.1764775156839713,0.9629721606881174,0.6546191280512197,0.16890335626480896,0.022624543472810572,17,0.385
0.013943547100825925,valid,0.513,1.0386583560575304,4,0.103,0.1653574132606765,0.9656366481472249,0.6636035539102603,0.1710390328290633,0.020419804751949083,18,0.385
0.053694352470445655,outlier,0.513,0.494350826115576,4,0.103,0.39234335017533756,0.7702172464939715,0.4879068307179794,0.11974981910668306,0.17608840103558282,19,0.385
0.014055233073425235,valid,0.513,1.0370678806230056,4,0.103,0.16565177928693153,0.9647458124445545,0.6633185151355043,0.17102970557756417,0.021198954482020287,20,0.385
