feed_idx,sep_mean,sep_std,water_mean,ea_mean,ea_std
1,1.072533130795039,0.0035050628622317996,0.9674258798095066,0.7228884096629274,0.0029807492238848174
2,1.0489646867177018,0.008219889880975065,0.9658387968889375,0.6904909280362501,0.005109861572362663
3,1.029774918471112,0.01021669315154416,0.9646031820762033,0.6619785725989411,0.005666362647012547
4,1.0238966997736159,0.008394184873417051,0.9636166197573973,0.6560763826900158,0.004718361323987705
5,0.9889793648647066,0.009825178392893185,0.9613798878191402,0.6074831572987862,0.004906787218793689
