feed_water,separation,feed_idx,feed_furfural,phase2_water,phase1_water,phase2_ea,phase2_furfural,tau_13_rel_change,organic_ea,organic_water,aqueous_furfural,phase1_furfural,status,tau_31_rel_change,tau_31,aqueous_ea,aqueous_water,phase1_ea,organic_furfural,tau_13,sample,feed_ea
0.41,0.9859619709772773,3,0.051,0.21584844344631354,0.9410860139331645,0.7170064158286414,0.06714514072504507,-0.09359591279873009,0.7170064158286414,0.21584844344631354,0.007153773063777984,0.007153773063777984,valid,-0.06430658354335121,2.661534839961919,0.05176021300305754,0.9410860139331645,0.05176021300305754,0.06714514072504507,3.652673614759018,1,0.538
0.41,1.027477477282417,3,0.051,0.19721844912746356,0.9528307242294712,0.7341968871790925,0.06858466369344393,-0.05452640756613798,0.7341968871790925,0.19721844912746356,0.006440608831659505,0.006440608831659505,valid,-0.05436107969252279,2.6898243464759166,0.04072866693886913,0.9528307242294712,0.04072866693886913,0.06858466369344393,3.8101179080051155,2,0.538
0.41,0.507890008423723,3,0.051,0.40538229089426214,0.7767590199403714,0.5507129141741217,0.04390479493161614,-0.027773833420608462,0.5507129141741217,0.40538229089426214,0.01801512930997384,0.01801512930997384,outlier,-0.04020200057517085,2.730099164818999,0.20522585074965471,0.7767590199403714,0.20522585074965471,0.04390479493161614,3.9179268015086612,3,0.538
0.41,0.5065240928580147,3,0.051,0.3978165801638955,0.7681405858036996,0.5577965963994969,0.044386823436607714,-0.01835875077978868,0.5577965963994969,0.3978165801638955,0.018687751914186312,0.018687751914186312,outlier,-0.02374198394103666,2.776918889065857,0.21317166228211396,0.7681405858036996,0.21317166228211396,0.044386823436607714,3.9558681837558285,4,0.538
0.41,0.5048282978313746,3,0.051,0.389304595430465,0.7583064552042306,0.5658061261165616,0.0448892784529736,-0.00455117658761901,0.5658061261165616,0.389304595430465,0.01946074013134084,0.01946074013134084,outlier,-0.0051879217258777,2.829695025073601,0.22223280466442874,0.7583064552042306,0.22223280466442874,0.0448892784529736,4.011510653431019,5,0.538
0.41,0.5034400903028908,3,0.051,0.3819162043140156,0.7498261377983879,0.5727508621271138,0.045332933558870754,0.009315163619940793,0.5727508621271138,0.3819162043140156,0.020147210988012972,0.020147210988012972,outlier,0.012398739601909008,2.879719435868078,0.23002665121359905,0.7498261377983879,0.23002665121359905,0.045332933558870754,4.067389941404905,6,0.538
0.41,0.5024432541636398,3,0.051,0.3775701792929891,0.7446895415319262,0.5768739485649115,0.04555587214209943,0.01973929409423857,0.5768739485649115,0.3775701792929891,0.020558930117384685,0.020558930117384685,outlier,0.0217669721288626,2.906366921915135,0.23475152835068902,0.7446895415319262,0.23475152835068902,0.04555587214209943,4.109397636292777,7,0.538
0.41,0.5016765113541858,3,0.051,0.3728993903121191,0.7394070310825628,0.5812488906688916,0.0458517190189893,0.03003266769096016,0.5812488906688916,0.3728993903121191,0.021008040243816483,0.021008040243816483,outlier,0.034558540579828594,2.942751922056451,0.23958492867362075,0.7394070310825628,0.23958492867362075,0.0458517190189893,4.150878400418296,8,0.538
0.41,0.5008912553721583,3,0.051,0.3670258939702677,0.7329006088733783,0.5867182691630373,0.04625583686669512,0.0431737116308696,0.5867182691630373,0.3670258939702677,0.021583430051956388,0.021583430051956388,outlier,0.05287419446572388,2.9948499170584846,0.24551596107466533,0.7329006088733783,0.24551596107466533,0.04625583686669512,4.203834852344619,9,0.538
0.41,0.49877575850275413,3,0.051,0.3400469485727641,0.7041168523722366,0.6115204220773071,0.04843262934992885,0.11393028138506874,0.6115204220773071,0.3400469485727641,0.02444342239633443,0.02444342239633443,outlier,0.16977538045610718,3.327369708129055,0.27143972523142884,0.7041168523722366,0.27143972523142884,0.04843262934992885,4.488973301146239,10,0.538
