feed_water,separation,feed_idx,feed_furfural,phase2_water,phase1_water,phase2_ea,phase2_furfural,tau_13_rel_change,organic_ea,organic_water,aqueous_furfural,phase1_furfural,status,tau_31_rel_change,tau_31,aqueous_ea,aqueous_water,phase1_ea,organic_furfural,tau_13,sample,feed_ea
0.226,0.9661914962944356,5,0.077,0.22650372092325285,0.941098751539805,0.6973862462834345,0.07611003279331259,-0.0967909637588225,0.6973862462834345,0.22650372092325285,0.008257607993472728,0.008257607993472728,valid,-0.0959315919895847,2.571579027178192,0.05064364046672222,0.941098751539805,0.05064364046672222,0.07611003279331259,3.6397980347560908,1,0.697
0.226,0.5122220449427696,5,0.077,0.2369025013019217,0.6117603013844937,0.7095103210528255,0.05358717764525278,-0.04521805204902564,0.7095103210528255,0.2369025013019217,0.026772517167640616,0.026772517167640616,outlier,-0.04510348557228977,2.7161571269057854,0.36146718144786566,0.6117603013844937,0.36146718144786566,0.05358717764525278,3.847629195822823,2,0.697
0.226,0.5117716651634563,5,0.077,0.23668169886633542,0.611245942733541,0.709291467672359,0.054026833461305726,-0.032649096546561514,0.709291467672359,0.23668169886633542,0.027154620960473757,0.027154620960473757,outlier,-0.027906435788578928,2.765073306435223,0.3615994363059852,0.611245942733541,0.3615994363059852,0.054026833461305726,3.8982802164627333,3,0.697
0.226,0.5099516883006686,5,0.077,0.2365726308812762,0.6097735645935992,0.7091819808952671,0.0542453882234567,-0.013110026554012548,0.7091819808952671,0.2365726308812762,0.027539134857148807,0.027539134857148807,outlier,-0.01631553892070439,2.7980430541086405,0.362687300549252,0.6097735645935992,0.362687300549252,0.0542453882234567,3.977019761469734,4,0.697
0.226,0.510715800671646,5,0.077,0.2363806240516322,0.6102065557802736,0.7089887928074853,0.054630583140882566,-0.011800648012982971,0.7089887928074853,0.2363806240516322,0.02773619152108524,0.02773619152108524,outlier,-0.0033171388988741794,2.8350163766878165,0.3620572526986411,0.6102065557802736,0.3620572526986411,0.054630583140882566,3.9822963621780536,5,0.697
0.226,0.5084744230704161,5,0.077,0.23639142342853628,0.6085001990233987,0.708996641672225,0.05461193489923871,0.008074898882308954,0.708996641672225,0.23639142342853628,0.028007896121072698,0.028007896121072698,outlier,4.37821362617442e-5,2.844576354637912,0.3634919048555286,0.6085001990233987,0.3634919048555286,0.05461193489923871,4.062391859041383,6,0.697
0.226,0.507700944024399,5,0.077,0.23622270392049977,0.6077720491054612,0.7088224428640868,0.0549548532154134,0.023033987327393417,0.7088224428640868,0.23622270392049977,0.028376403414501414,0.028376403414501414,outlier,0.014284250595418813,2.885082681042295,0.3638515474800375,0.6077720491054612,0.3638515474800375,0.0549548532154134,4.122674759831165,7,0.697
0.226,0.5071552608321177,5,0.077,0.23605170132001613,0.6072149181522601,0.7086446210111871,0.05530367766879678,0.036274345787008604,0.7086446210111871,0.23605170132001613,0.028724047692888333,0.028724047692888333,outlier,0.028464960494934466,2.925419027103038,0.36406103415485147,0.6072149181522601,0.36406103415485147,0.05530367766879678,4.176031434495682,8,0.697
0.226,0.5080702628761232,5,0.077,0.2356813464284154,0.6076239580474304,0.7082632785395442,0.05605537503204045,0.04240498580624005,0.7082632785395442,0.2356813464284154,0.029180631900757967,0.029180631900757967,outlier,0.05633790432437355,3.004702272864541,0.36319541005181166,0.6076239580474304,0.36319541005181166,0.05605537503204045,4.20073700164397,9,0.697
0.226,0.5071614629163053,5,0.077,0.23540260218409736,0.6066954356603567,0.7079655878471831,0.05663180996871949,0.06490578006893474,0.7079655878471831,0.23540260218409736,0.02977014876644585,0.02977014876644585,outlier,0.08101576896228334,3.0748972698095733,0.3635344155731975,0.6066954356603567,0.3635344155731975,0.05663180996871949,4.291411854808236,10,0.697
